,Close,compound,negative,neutral,positive,Open,High,Low,Volume
2008-03-03,16677.880859375,0.9479,0.102,0.781,0.117,17227.560546875,17227.560546875,16634.630859375,21800.0
2008-03-04,16339.8896484375,-0.9984,0.151,0.762,0.087,16742.19921875,16754.060546875,16164.5703125,20600.0
2008-03-05,16542.080078125,-0.9981,0.134,0.789,0.076,16328.91015625,16595.640625,16253.01953125,21600.0
2008-03-07,15975.51953125,1.0,0.076,0.669,0.255,16211.9599609375,16211.9599609375,15689.919921875,24400.0
2008-03-10,15923.7197265625,-0.9971,0.128,0.787,0.085,15684.240234375,15998.330078125,15362.169921875,21800.0
2008-03-11,16123.150390625,-0.997,0.114,0.821,0.064,15778.26953125,16168.1298828125,15739.0400390625,22400.0
2008-03-12,16127.98046875,-0.9997,0.196,0.73,0.074,16541.140625,16683.369140625,16064.08984375,23000.0
2008-03-13,15357.349609375,-0.9988,0.14,0.786,0.074,15873.2802734375,15873.2802734375,15228.990234375,21200.0
2008-03-14,15760.51953125,-0.999,0.15,0.763,0.087,15467.3896484375,15798.419921875,15331.349609375,23800.0
2008-03-17,14809.490234375,-0.9978,0.121,0.807,0.072,15326.9296875,15326.9296875,14739.7197265625,22600.0
2008-03-18,14833.4599609375,-0.9976,0.147,0.756,0.097,14725.6796875,15164.73046875,14677.240234375,47600.0
2008-03-19,14994.830078125,-0.9992,0.165,0.751,0.084,15325.7900390625,15465.8095703125,14930.080078125,28200.0
2008-03-24,15289.400390625,-0.9985,0.136,0.793,0.071,15093.76953125,15351.3095703125,15056.08984375,20200.0
2008-03-25,16217.490234375,-0.9992,0.144,0.784,0.072,15612.6103515625,16262.3798828125,15612.6103515625,29400.0
2008-03-26,16086.830078125,-0.997,0.111,0.819,0.07,16270.1201171875,16309.8798828125,16009.8701171875,24600.0
2008-03-27,16015.5595703125,-0.951,0.118,0.772,0.111,15950.2900390625,16111.4404296875,15869.08984375,24200.0
2008-03-28,16371.2900390625,-0.9993,0.147,0.789,0.064,16100.259765625,16452.080078125,15884.4501953125,23800.0
2008-03-31,15644.4404296875,-0.9993,0.143,0.802,0.055,16226.66015625,16226.66015625,15563.150390625,23200.0
2008-04-01,15626.6201171875,-0.9993,0.15,0.772,0.078,15771.7197265625,15834.0498046875,15297.9599609375,15300.0
2008-04-02,15750.400390625,-0.999,0.152,0.757,0.091,16023.2998046875,16236.7001953125,15719.4697265625,16800.0
2008-04-03,15832.5498046875,-0.9988,0.15,0.763,0.087,15805.6298828125,16002.73046875,15699.2099609375,15600.0
2008-04-04,15343.1201171875,-0.9991,0.154,0.781,0.065,15896.08984375,15896.08984375,15303.0400390625,19000.0
2008-04-07,15757.080078125,-0.9954,0.096,0.833,0.071,15390.150390625,15851.8798828125,15321.5595703125,19800.0
2008-04-08,15587.6201171875,-0.999,0.164,0.737,0.099,15770.16015625,15770.400390625,15479.419921875,18400.0
2008-04-09,15790.509765625,-0.9958,0.147,0.731,0.123,15512.7001953125,15829.58984375,15464.7197265625,16400.0
2008-04-10,15695.099609375,-0.9876,0.107,0.806,0.087,15754.8701171875,15953.5400390625,15655.2001953125,22000.0
2008-04-11,15807.6396484375,-0.9907,0.101,0.823,0.076,15840.5595703125,15957.240234375,15673.669921875,19600.0
2008-04-15,16153.66015625,-0.9974,0.137,0.759,0.104,15694.41015625,16249.4599609375,15573.0302734375,22400.0
2008-04-16,16244.1904296875,-0.9958,0.106,0.811,0.082,16288.759765625,16413.80078125,16198.5595703125,22000.0
2008-04-17,16481.19921875,-0.9983,0.116,0.802,0.082,16456.0390625,16570.5703125,16397.169921875,17800.0
2008-04-21,16739.330078125,-0.9929,0.127,0.755,0.117,16611.41015625,16778.58984375,16611.41015625,20200.0
2008-04-22,16783.869140625,-0.9307,0.101,0.8,0.099,16686.55078125,16853.9609375,16597.529296875,21400.0
2008-04-23,16698.0390625,-0.9975,0.133,0.765,0.102,16823.990234375,16871.26953125,16589.44921875,17000.0
2008-04-24,16721.080078125,0.9986,0.09,0.774,0.137,16796.259765625,16844.01953125,16668.599609375,19000.0
2008-04-25,17125.98046875,-0.9993,0.14,0.785,0.076,16781.970703125,17150.919921875,16781.970703125,21600.0
2008-04-28,17015.9609375,-0.9994,0.152,0.775,0.073,17251.560546875,17271.560546875,16978.890625,19200.0
2008-04-29,17378.4609375,-0.999,0.139,0.79,0.071,17050.869140625,17424.939453125,17011.599609375,27600.0
2008-04-30,17287.310546875,-0.9978,0.138,0.771,0.092,17479.009765625,17480.740234375,17241.880859375,26200.0
2008-05-02,17600.119140625,-0.9807,0.095,0.823,0.082,17560.150390625,17621.240234375,17445.9296875,24600.0
2008-05-05,17490.900390625,-0.9931,0.101,0.83,0.069,17687.0,17735.69921875,17457.26953125,20200.0
2008-05-06,17373.009765625,-0.9976,0.105,0.831,0.063,17441.41015625,17502.150390625,17237.6796875,23200.0
2008-05-07,17339.310546875,-0.9958,0.122,0.78,0.098,17404.150390625,17413.810546875,17229.98046875,21200.0
2008-05-08,17080.650390625,-0.9876,0.109,0.79,0.101,17212.609375,17212.609375,17038.029296875,18200.0
2008-05-09,16737.0703125,-0.9984,0.139,0.762,0.099,17020.7890625,17125.94921875,16678.939453125,18600.0
2008-05-12,16860.900390625,-0.9998,0.19,0.731,0.079,16641.44921875,16897.359375,16546.55078125,18000.0
2008-05-13,16752.859375,-0.9992,0.144,0.764,0.093,17008.029296875,17085.630859375,16697.470703125,17000.0
2008-05-14,16978.349609375,-0.9988,0.118,0.814,0.068,16691.30078125,17014.939453125,16626.349609375,19000.0
2008-05-15,17353.5390625,-0.9966,0.137,0.753,0.11,17084.890625,17366.189453125,17079.939453125,25000.0
2008-05-16,17434.939453125,-0.9987,0.131,0.774,0.094,17476.41015625,17497.359375,17315.51953125,17000.0
2008-05-20,17230.1796875,-0.9998,0.216,0.696,0.088,17366.05078125,17367.130859375,17136.259765625,16600.0
2008-05-21,17243.16015625,-0.8273,0.112,0.775,0.113,17065.609375,17293.33984375,17041.630859375,19600.0
2008-05-22,16907.109375,-0.9994,0.159,0.738,0.102,17104.58984375,17104.58984375,16863.380859375,16800.0
2008-05-23,16649.640625,-0.9937,0.135,0.743,0.122,16958.80078125,17054.33984375,16626.109375,17600.0
2008-05-26,16348.5,-0.9974,0.126,0.794,0.08,16468.3203125,16498.240234375,16300.8798828125,15800.0
2008-05-27,16275.58984375,-0.9978,0.111,0.814,0.076,16454.75,16506.349609375,16237.919921875,16200.0
2008-05-28,16525.369140625,-0.9993,0.145,0.77,0.085,16358.6201171875,16563.30078125,16217.7802734375,21600.0
2008-05-29,16316.259765625,-0.9998,0.181,0.74,0.079,16666.029296875,16666.029296875,16196.01953125,20000.0
2008-05-30,16415.5703125,-0.9997,0.178,0.73,0.092,16454.029296875,16540.490234375,16314.990234375,18400.0
2008-06-02,16063.1796875,-0.9991,0.155,0.748,0.097,16591.4609375,16632.720703125,15991.2099609375,17600.0
2008-06-03,15962.5595703125,-0.9992,0.145,0.763,0.092,15851.7197265625,15985.400390625,15709.509765625,20200.0
2008-06-04,15514.7900390625,-0.9989,0.134,0.782,0.084,15992.900390625,15992.900390625,15442.33984375,23800.0
2008-06-05,15769.7197265625,-0.9996,0.16,0.761,0.08,15479.650390625,15814.7998046875,15314.01953125,28600.0
2008-06-06,15572.1796875,-0.9979,0.109,0.838,0.053,15914.41015625,15970.7001953125,15526.5,19600.0
2008-06-09,15066.099609375,0.6966,0.094,0.809,0.097,15115.9697265625,15202.740234375,14846.1796875,24400.0
2008-06-10,14889.25,-0.9974,0.121,0.798,0.081,14979.9599609375,15088.0302734375,14645.3095703125,26400.0
2008-06-11,15185.3203125,-0.9988,0.139,0.765,0.096,15018.6796875,15225.8095703125,15009.48046875,34600.0
2008-06-12,15250.2001953125,-0.9971,0.119,0.801,0.08,14957.5302734375,15270.849609375,14748.0703125,25000.0
2008-06-13,15189.6201171875,-0.9975,0.12,0.809,0.072,15327.099609375,15337.099609375,15135.8095703125,20200.0
2008-06-16,15395.8203125,-0.999,0.133,0.788,0.08,15400.5703125,15553.3701171875,15340.33984375,15200.0
2008-06-17,15696.900390625,-0.9946,0.12,0.793,0.087,15388.3603515625,15732.75,15358.75,18200.0
2008-06-18,15422.3095703125,-0.9982,0.125,0.804,0.071,15744.2099609375,15789.6201171875,15390.2197265625,22000.0
2008-06-19,15087.990234375,-0.9957,0.121,0.781,0.098,15250.4697265625,15259.3603515625,15051.66015625,18600.0
2008-06-20,14571.2900390625,-0.9997,0.178,0.745,0.077,15194.73046875,15194.73046875,14520.8798828125,26000.0
2008-06-23,14293.3203125,-0.9405,0.083,0.843,0.073,14423.0498046875,14509.6904296875,14163.4501953125,24600.0
2008-06-24,14106.580078125,-0.9988,0.149,0.755,0.097,14290.16015625,14432.900390625,13991.3095703125,24800.0
2008-06-25,14220.0703125,-0.9917,0.133,0.75,0.117,13776.2099609375,14247.16015625,13736.009765625,23000.0
2008-06-26,14421.8203125,-0.9971,0.123,0.782,0.094,14300.7197265625,14449.8095703125,14196.6796875,21800.0
2008-06-27,13802.2197265625,-0.9967,0.104,0.841,0.055,14127.759765625,14127.759765625,13760.7802734375,32200.0
2008-06-30,13461.599609375,-0.9986,0.143,0.759,0.098,13791.01953125,13872.0595703125,13405.5400390625,22400.0
2008-07-01,12961.6796875,-0.9966,0.115,0.803,0.082,13480.01953125,13613.009765625,12904.08984375,27600.0
2008-07-02,13664.6201171875,-0.9993,0.152,0.759,0.09,12948.0498046875,13711.009765625,12822.75,32000.0
2008-07-03,13094.1103515625,-0.9992,0.153,0.761,0.087,13458.2998046875,13458.2998046875,12934.919921875,29200.0
2008-07-04,13454.0,-0.9811,0.091,0.838,0.071,13097.009765625,13508.3798828125,13031.4296875,31400.0
2008-07-07,13525.990234375,-0.9986,0.119,0.819,0.062,13561.919921875,13793.3896484375,13476.2900390625,21200.0
2008-07-08,13349.650390625,-0.9981,0.142,0.752,0.105,13226.0400390625,13451.669921875,13049.9599609375,25400.0
2008-07-09,13964.259765625,-0.9974,0.13,0.774,0.096,13581.41015625,13998.48046875,13581.41015625,27600.0
2008-07-10,13926.240234375,0.9945,0.079,0.806,0.115,13851.58984375,14046.58984375,13763.9404296875,26400.0
2008-07-11,13469.849609375,0.9856,0.105,0.768,0.126,14063.4501953125,14063.4501953125,13351.33984375,29000.0
2008-07-14,13330.509765625,-0.9986,0.141,0.783,0.076,13333.0302734375,13557.2099609375,13270.400390625,23600.0
2008-07-15,12676.1904296875,-0.9991,0.142,0.781,0.077,13067.080078125,13067.080078125,12607.6201171875,30000.0
2008-07-16,12575.7998046875,-0.9996,0.178,0.739,0.082,12759.759765625,12935.25,12514.990234375,31200.0
2008-07-17,13111.849609375,-0.9958,0.127,0.768,0.105,12909.5703125,13150.349609375,12843.7900390625,33600.0
2008-07-18,13635.400390625,-0.8894,0.137,0.729,0.134,13234.5302734375,13684.26953125,13093.33984375,36600.0
2008-07-21,13850.0400390625,-0.9529,0.131,0.741,0.128,13782.1298828125,13878.8798828125,13581.1904296875,32400.0
2008-07-22,14104.2001953125,-0.984,0.125,0.76,0.116,13837.6396484375,14206.1298828125,13798.1796875,35600.0
2008-07-23,14942.2802734375,-0.9321,0.128,0.746,0.125,14568.2197265625,14979.900390625,14568.2197265625,39000.0
2008-07-24,14777.009765625,-0.9994,0.17,0.742,0.088,15082.3701171875,15130.08984375,14608.0498046875,31200.0
2008-07-25,14274.9404296875,-0.994,0.115,0.794,0.091,14451.9501953125,14484.3896484375,14210.6298828125,27800.0
2008-07-28,14349.1103515625,-0.9996,0.176,0.727,0.098,14267.0302734375,14421.6103515625,14219.3798828125,21800.0
2008-07-29,13791.5400390625,-0.9994,0.167,0.739,0.094,14085.5302734375,14153.1201171875,13727.1396484375,23600.0
2008-07-30,14287.2099609375,-0.9995,0.155,0.748,0.097,14007.3203125,14322.669921875,14002.1904296875,26000.0
2008-07-31,14355.75,-0.9992,0.121,0.818,0.06,14359.48046875,14369.419921875,14161.759765625,27800.0
2008-08-01,14656.6904296875,-0.9942,0.104,0.816,0.079,14064.259765625,14682.330078125,14032.8701171875,40200.0
2008-08-04,14577.8701171875,-0.999,0.134,0.791,0.075,14594.6396484375,14725.9404296875,14503.509765625,24800.0
2008-08-05,14961.0703125,-0.9996,0.144,0.785,0.072,14562.6796875,14986.6298828125,14529.2099609375,35600.0
2008-08-06,15073.5400390625,-0.9995,0.169,0.723,0.108,15263.650390625,15422.8203125,15035.599609375,32600.0
2008-08-07,15117.25,-0.9994,0.148,0.766,0.086,15031.8603515625,15280.0595703125,14992.9697265625,25800.0
2008-08-08,15167.8203125,-0.9991,0.134,0.783,0.082,15036.5703125,15228.8203125,14888.1201171875,21000.0
2008-08-11,15503.919921875,-0.9965,0.123,0.79,0.088,15430.3095703125,15520.7099609375,15367.9697265625,26200.0
2008-08-12,15212.1298828125,-0.9962,0.1,0.839,0.061,15577.2001953125,15579.7802734375,15124.91015625,27000.0
2008-08-13,15093.1201171875,-0.9996,0.176,0.707,0.117,15030.2099609375,15272.5595703125,15013.0595703125,19200.0
2008-08-14,14724.1796875,-0.9855,0.101,0.814,0.085,15017.6796875,15033.2802734375,14686.66015625,22000.0
2008-08-18,14645.66015625,-0.9989,0.137,0.777,0.085,14681.1396484375,14824.919921875,14600.650390625,19600.0
2008-08-19,14543.73046875,-0.9999,0.185,0.738,0.077,14517.759765625,14604.1103515625,14368.7197265625,17600.0
2008-08-20,14678.23046875,-0.9986,0.128,0.791,0.081,14610.5703125,14746.2001953125,14584.0302734375,18400.0
2008-08-21,14243.73046875,-0.9998,0.171,0.754,0.075,14646.98046875,14646.98046875,14201.1796875,19400.0
2008-08-22,14401.490234375,-0.9938,0.116,0.784,0.099,14153.3896484375,14428.51953125,14136.8603515625,20400.0
2008-08-25,14450.349609375,0.9825,0.097,0.795,0.107,14643.3701171875,14672.6904296875,14416.2001953125,17000.0
2008-08-26,14482.2197265625,-0.9976,0.134,0.772,0.094,14338.26953125,14495.26953125,14286.3798828125,18800.0
2008-08-27,14296.7900390625,-0.9993,0.137,0.791,0.073,14563.099609375,14563.099609375,14261.6904296875,15600.0
2008-08-28,14048.33984375,-0.9991,0.13,0.792,0.079,14289.9697265625,14347.1904296875,14002.4296875,18800.0
2008-08-29,14564.5302734375,-0.9994,0.14,0.774,0.086,14279.01953125,14586.16015625,14279.01953125,32400.0
2008-09-01,14498.509765625,-0.9979,0.151,0.726,0.123,14412.990234375,14547.41015625,14281.099609375,14800.0
2008-09-02,15049.8603515625,-0.9503,0.119,0.765,0.116,14609.4404296875,15106.150390625,14543.2099609375,25700.0
2008-09-04,14899.099609375,-0.993,0.117,0.786,0.098,14895.849609375,14994.150390625,14766.009765625,19800.0
2008-09-05,14483.830078125,-0.9961,0.117,0.787,0.097,14569.009765625,14601.3896484375,14438.58984375,23200.0
2008-09-08,14944.9697265625,-0.9997,0.153,0.765,0.082,15038.0595703125,15107.009765625,14917.0595703125,23400.0
2008-09-09,14900.759765625,-0.9977,0.123,0.779,0.097,14814.330078125,14998.3203125,14714.919921875,19800.0
2008-09-10,14662.6103515625,-0.9987,0.112,0.826,0.061,14717.5302734375,14866.3203125,14609.830078125,22800.0
2008-09-11,14324.2900390625,-0.9987,0.152,0.729,0.12,14557.330078125,14557.330078125,14265.3798828125,22800.0
2008-09-12,14000.8095703125,-0.9855,0.099,0.814,0.087,14433.2001953125,14433.2001953125,13933.8701171875,26800.0
2008-09-15,13531.26953125,-0.9997,0.174,0.73,0.095,13592.0498046875,13592.0498046875,13150.8095703125,24000.0
2008-09-16,13518.7998046875,-0.9996,0.146,0.783,0.071,13051.73046875,13556.0302734375,13051.73046875,33600.0
2008-09-17,13262.900390625,-0.9997,0.156,0.75,0.094,13620.740234375,13620.740234375,13127.9599609375,30400.0
2008-09-18,13315.599609375,-0.9993,0.155,0.747,0.098,12712.8203125,13346.7900390625,12558.1396484375,48000.0
2008-09-19,14042.3203125,-0.9987,0.123,0.787,0.09,13763.830078125,14097.4404296875,13674.9599609375,47400.0
2008-09-22,13994.9599609375,-0.999,0.126,0.795,0.079,14215.330078125,14215.330078125,13917.48046875,35800.0
2008-09-23,13570.3095703125,-0.9992,0.118,0.819,0.062,13721.419921875,13978.259765625,13543.4697265625,29600.0
2008-09-24,13692.51953125,-0.9976,0.112,0.81,0.077,13636.7099609375,13840.8095703125,13592.7900390625,40200.0
2008-09-25,13547.1796875,-0.9973,0.107,0.827,0.066,13716.8798828125,13716.8798828125,13430.6796875,36600.0
2008-09-26,13102.1796875,-0.9982,0.127,0.791,0.082,13486.2001953125,13486.2001953125,13054.419921875,29000.0
2008-09-29,12595.75,-0.9996,0.154,0.765,0.081,13109.9599609375,13109.9599609375,12402.83984375,37000.0
2008-09-30,12860.4296875,-0.9989,0.152,0.742,0.106,12178.1796875,12995.2001953125,12153.5498046875,38400.0
2008-10-01,13055.669921875,-0.9951,0.096,0.835,0.069,13006.7197265625,13203.8603515625,12697.2998046875,32400.0
2008-10-03,12526.3203125,-0.9995,0.161,0.758,0.081,12851.4697265625,13001.1904296875,12472.6103515625,37200.0
2008-10-06,11801.7001953125,-0.9997,0.181,0.73,0.089,12284.490234375,12284.490234375,11732.9697265625,33000.0
2008-10-07,11695.240234375,-0.9996,0.169,0.75,0.081,12068.1103515625,12181.080078125,11501.849609375,40400.0
2008-10-08,11328.3603515625,-0.9996,0.153,0.777,0.07,11316.240234375,11405.73046875,10740.759765625,66200.0
2008-10-10,10527.849609375,-0.9993,0.157,0.752,0.091,10632.26953125,10904.1298828125,10239.759765625,62400.0
2008-10-13,11309.08984375,-0.9992,0.129,0.79,0.081,10817.6796875,11361.3203125,10817.6796875,43800.0
2008-10-14,11483.400390625,-0.9994,0.129,0.797,0.074,11781.4296875,11870.2197265625,11410.490234375,36000.0
2008-10-15,10809.1201171875,-0.9995,0.156,0.736,0.108,11245.26953125,11257.150390625,10760.330078125,34800.0
2008-10-16,10581.490234375,-0.9992,0.145,0.754,0.101,10221.5302734375,10787.2001953125,10017.7998046875,51600.0
2008-10-17,9975.349609375,-0.9996,0.158,0.738,0.104,10763.33984375,10786.9296875,9911.3203125,47400.0
2008-10-20,10223.08984375,-0.9983,0.139,0.758,0.103,10160.4697265625,10538.0498046875,10023.2802734375,35400.0
2008-10-21,10683.3896484375,-0.9994,0.15,0.751,0.099,10428.1103515625,10750.2001953125,10250.23046875,45800.0
2008-10-22,10169.900390625,-0.9997,0.154,0.76,0.087,10455.23046875,10484.849609375,10128.2197265625,33400.0
2008-10-23,9771.7001953125,-0.9998,0.171,0.74,0.089,9683.259765625,10260.5498046875,9682.400390625,41000.0
2008-10-24,8701.0703125,-0.9995,0.153,0.772,0.075,9497.48046875,9570.7099609375,8566.8203125,63600.0
2008-10-27,8509.5595703125,-0.9986,0.153,0.739,0.109,8588.8603515625,8739.48046875,7697.39013671875,55400.0
2008-10-29,9044.509765625,-0.9538,0.11,0.795,0.096,9297.759765625,9297.759765625,8894.33984375,55000.0
2008-10-31,9788.0595703125,-0.9993,0.146,0.77,0.083,9361.66015625,9870.419921875,9361.66015625,57200.0
2008-11-03,10337.6796875,-0.9997,0.164,0.762,0.074,10209.3701171875,10373.169921875,10112.66015625,44800.0
2008-11-04,10631.1201171875,-0.9977,0.147,0.728,0.125,10304.5703125,10668.48046875,10116.2197265625,51000.0
2008-11-05,10120.009765625,-0.8159,0.101,0.799,0.1,10931.169921875,10945.41015625,10051.51953125,53400.0
2008-11-06,9734.2197265625,0.9964,0.101,0.772,0.127,9755.0302734375,10109.4501953125,9635.2197265625,49400.0
2008-11-07,9964.2900390625,-0.9992,0.15,0.755,0.095,9631.58984375,10065.3701171875,9631.58984375,42000.0
2008-11-10,10536.16015625,-0.9993,0.142,0.766,0.092,10154.5595703125,10570.580078125,10095.900390625,45400.0
2008-11-11,9839.6904296875,-0.9997,0.167,0.736,0.097,10386.4501953125,10397.3603515625,9800.669921875,63600.0
2008-11-12,9536.330078125,-0.9976,0.122,0.779,0.099,9683.75,9928.599609375,9376.73046875,52400.0
2008-11-14,9385.419921875,-0.9994,0.153,0.749,0.098,9784.849609375,9826.25,9267.490234375,46200.0
2008-11-17,9291.009765625,-0.9976,0.148,0.739,0.113,9396.9296875,9424.25,8956.6796875,41800.0
2008-11-18,8937.2001953125,-0.999,0.131,0.789,0.08,9084.1201171875,9169.0498046875,8871.7099609375,41000.0
2008-11-19,8773.7802734375,-0.9991,0.152,0.735,0.114,8970.669921875,9236.26953125,8726.7998046875,42600.0
2008-11-20,8451.009765625,-0.9982,0.15,0.73,0.119,8400.8798828125,8540.4599609375,8316.3896484375,40000.0
2008-11-21,8915.2099609375,-0.9994,0.155,0.745,0.101,8481.01953125,8988.0302734375,8442.3095703125,59200.0
2008-11-24,8903.1201171875,-0.9942,0.098,0.822,0.08,8840.5302734375,9042.01953125,8701.9296875,43800.0
2008-11-25,8695.5302734375,-0.9991,0.108,0.831,0.061,9170.2802734375,9182.7998046875,8649.400390625,41600.0
2008-11-26,9026.7197265625,-0.9992,0.145,0.755,0.1,8806.01953125,9061.7197265625,8658.5302734375,44600.0
2008-11-28,9092.7197265625,-0.9999,0.216,0.698,0.086,8889.1796875,9157.6201171875,8889.1796875,34000.0
2008-12-01,8839.8701171875,-0.9997,0.154,0.776,0.07,9162.9404296875,9326.6796875,8803.33984375,45200.0
2008-12-02,8739.240234375,-0.9998,0.178,0.723,0.099,8535.830078125,8785.0400390625,8467.4296875,41000.0
2008-12-03,8747.4296875,-0.9991,0.145,0.751,0.104,8851.2197265625,8854.8095703125,8601.41015625,52400.0
2008-12-04,9229.75,-0.9986,0.11,0.827,0.063,8779.01953125,9245.0595703125,8726.7099609375,55200.0
2008-12-05,8965.2001953125,-0.9987,0.103,0.838,0.059,9172.580078125,9340.6904296875,8914.3798828125,53000.0
2008-12-08,9162.6201171875,-0.999,0.135,0.765,0.101,9276.8896484375,9432.1103515625,9095.7001953125,50200.0
2008-12-10,9654.900390625,-0.9999,0.176,0.734,0.09,9349.5302734375,9678.7001953125,9280.16015625,65000.0
2008-12-11,9645.4599609375,-0.9706,0.094,0.82,0.086,9679.3203125,9746.009765625,9441.9697265625,68800.0
2008-12-12,9690.0703125,-0.9998,0.154,0.757,0.089,9370.8701171875,9745.509765625,9281.8896484375,6400.0
2008-12-15,9832.3896484375,-0.9997,0.169,0.722,0.109,9821.849609375,9948.330078125,9749.2900390625,47000.0
2008-12-16,9976.98046875,-0.9996,0.156,0.751,0.093,9794.48046875,10009.2099609375,9790.3095703125,41000.0
2008-12-17,9715.2900390625,-0.9978,0.114,0.796,0.09,10073.099609375,10073.099609375,9682.91015625,75800.0
2008-12-18,10076.4296875,-0.9993,0.146,0.751,0.103,9710.2001953125,10110.33984375,9633.0400390625,69200.0
2008-12-19,10099.91015625,-0.9996,0.16,0.735,0.105,10001.330078125,10188.5400390625,9987.419921875,59600.0
2008-12-22,9928.349609375,-0.9987,0.12,0.794,0.085,10102.419921875,10173.33984375,9895.5498046875,39000.0
2008-12-23,9686.75,-0.9994,0.138,0.771,0.091,9813.2001953125,9838.3798828125,9643.5595703125,52600.0
2008-12-24,9568.7197265625,-0.9871,0.135,0.738,0.128,9626.0703125,9653.419921875,9502.5302734375,68800.0
2008-12-26,9328.919921875,-0.9982,0.119,0.797,0.084,9655.0703125,9706.3798828125,9294.98046875,43000.0
2008-12-29,9533.51953125,-0.999,0.135,0.765,0.099,9318.8603515625,9550.400390625,9162.66015625,65800.0
2008-12-30,9716.16015625,-0.9989,0.144,0.744,0.112,9625.1298828125,9785.0400390625,9494.7001953125,56600.0
2008-12-31,9647.3095703125,0.9227,0.095,0.804,0.101,9806.6396484375,9825.900390625,9587.919921875,63800.0
2009-01-02,9958.2197265625,-0.9989,0.126,0.786,0.088,9973.0595703125,10070.2802734375,9863.8603515625,51600.0
2009-01-05,10275.599609375,-0.9991,0.112,0.816,0.072,10124.919921875,10306.169921875,10069.1103515625,51200.0
2009-01-06,10335.9296875,-0.9996,0.131,0.794,0.075,10241.509765625,10392.1201171875,10150.6796875,55600.0
2009-01-07,9586.8798828125,-0.9997,0.143,0.768,0.089,10424.9599609375,10469.7197265625,9510.150390625,217600.0
2009-01-09,9406.4697265625,-0.9997,0.128,0.8,0.072,9434.849609375,9630.400390625,9250.8203125,158200.0
2009-01-12,9110.0498046875,-0.9992,0.139,0.766,0.095,9306.740234375,9327.2998046875,9024.4501953125,98000.0
2009-01-13,9071.3603515625,-0.9997,0.142,0.758,0.099,9042.3603515625,9261.0,8992.919921875,45200.0
2009-01-14,9370.490234375,-0.9992,0.139,0.748,0.113,9223.16015625,9412.9697265625,9071.3603515625,32000.0
2009-01-15,9046.740234375,-0.9997,0.138,0.769,0.093,9000.6201171875,9123.7802734375,8946.6201171875,37600.0
2009-01-16,9323.58984375,-0.9993,0.122,0.796,0.082,9125.650390625,9342.4697265625,9125.650390625,35400.0
2009-01-19,9329.5703125,-0.9997,0.138,0.785,0.076,9365.0400390625,9409.509765625,9273.4697265625,30000.0
2009-01-20,9100.5498046875,-0.9992,0.109,0.826,0.065,9159.759765625,9159.759765625,9033.5498046875,31200.0
2009-01-21,8779.169921875,-0.9998,0.159,0.747,0.093,8900.7802734375,9051.3095703125,8734.9296875,32400.0
2009-01-22,8813.83984375,-0.9997,0.112,0.822,0.066,8905.9697265625,8927.6904296875,8699.3203125,39200.0
2009-01-23,8674.349609375,-0.9999,0.157,0.771,0.072,8804.150390625,8858.83984375,8631.599609375,44000.0
2009-01-27,9004.080078125,-0.9866,0.117,0.776,0.107,8803.0703125,9021.9697265625,8791.580078125,34200.0
2009-01-28,9257.4697265625,-0.9998,0.153,0.751,0.096,9077.650390625,9270.75,9053.7998046875,39800.0
2009-01-29,9236.2802734375,-0.9997,0.134,0.783,0.084,9340.58984375,9379.6796875,9164.9599609375,38800.0
2009-01-30,9424.240234375,-0.9994,0.114,0.816,0.07,9111.1201171875,9438.3095703125,9088.150390625,48000.0
2009-02-02,9066.7001953125,-0.9993,0.134,0.772,0.095,9363.580078125,9363.580078125,9048.9697265625,39800.0
2009-02-03,9149.2998046875,-0.9997,0.128,0.798,0.075,9128.990234375,9302.25,9040.5595703125,46000.0
2009-02-04,9201.849609375,-0.9997,0.139,0.759,0.103,9226.2001953125,9338.2099609375,9164.16015625,41600.0
2009-02-05,9090.8798828125,-0.9997,0.13,0.79,0.08,9241.5595703125,9247.08984375,9017.080078125,29600.0
2009-02-06,9300.8603515625,-0.9997,0.136,0.777,0.087,9161.490234375,9321.3798828125,9160.830078125,28400.0
2009-02-09,9583.8896484375,-0.9502,0.079,0.848,0.073,9359.0,9601.5595703125,9329.2998046875,20000.0
2009-02-10,9647.4697265625,-0.9997,0.158,0.727,0.114,9589.9501953125,9724.8701171875,9510.6298828125,45000.0
2009-02-11,9618.5400390625,-0.9999,0.151,0.766,0.083,9462.1396484375,9648.3896484375,9459.58984375,37600.0
2009-02-12,9465.830078125,-0.9987,0.123,0.775,0.102,9559.0302734375,9578.990234375,9445.5400390625,33800.0
2009-02-13,9634.740234375,-0.9982,0.115,0.792,0.092,9540.599609375,9695.58984375,9540.599609375,30000.0
2009-02-16,9305.4501953125,-0.9991,0.119,0.793,0.088,9637.0400390625,9637.0400390625,9279.099609375,37200.0
2009-02-17,9035.0,-0.9999,0.179,0.724,0.097,9213.400390625,9213.400390625,8994.33984375,28400.0
2009-02-18,9015.1796875,-0.9999,0.158,0.75,0.092,8939.3798828125,9112.990234375,8929.6201171875,36800.0
2009-02-19,9042.6298828125,-0.9997,0.144,0.767,0.088,9034.900390625,9111.26953125,8977.7998046875,27400.0
2009-02-20,8843.2099609375,-0.9996,0.124,0.794,0.082,8943.7802734375,8943.7802734375,8762.580078125,28000.0
