,Close,compound,negative,neutral,positive,Open,High,Low,Volume
2017-01-11,27140.41015625,-0.9999,0.142,0.768,0.09,26978.439453125,27174.869140625,26978.439453125,12000.0
2017-01-12,27247.16015625,-0.9996,0.124,0.773,0.102,27171.66015625,27278.9296875,27166.689453125,11700.0
2017-01-13,27238.060546875,-0.9991,0.126,0.764,0.11,27378.009765625,27459.75,27143.0703125,10200.0
2017-01-16,27288.169921875,-0.9983,0.13,0.75,0.119,27238.349609375,27335.080078125,27172.6796875,12600.0
2017-01-17,27235.66015625,-0.9999,0.138,0.779,0.083,27331.8203125,27381.4296875,27179.189453125,8100.0
2017-01-18,27257.640625,-0.9997,0.123,0.786,0.091,27261.759765625,27422.669921875,27217.650390625,9500.0
2017-01-19,27308.599609375,-0.9991,0.113,0.793,0.094,27253.33984375,27348.189453125,27219.890625,10800.0
2017-01-20,27034.5,-0.9998,0.143,0.75,0.107,27232.689453125,27264.41015625,27009.810546875,8800.0
2017-01-23,27117.33984375,-0.9994,0.125,0.772,0.103,26990.9296875,27167.7890625,26963.580078125,6600.0
2017-01-24,27375.580078125,-0.9999,0.143,0.758,0.099,27170.880859375,27393.349609375,27140.849609375,6800.0
2017-01-25,27708.140625,-0.9999,0.13,0.785,0.086,27462.830078125,27736.830078125,27439.6796875,12200.0
2017-01-27,27882.4609375,0.9975,0.098,0.791,0.111,27761.029296875,27980.390625,27759.48046875,14300.0
2017-01-30,27849.560546875,-0.9997,0.134,0.762,0.104,27866.80078125,27947.369140625,27813.3203125,8600.0
2017-01-31,27655.9609375,-0.9998,0.129,0.777,0.094,27867.919921875,27867.919921875,27624.5390625,10700.0
2017-02-01,28141.640625,-0.9999,0.155,0.748,0.098,27669.080078125,28159.5390625,27590.099609375,18200.0
2017-02-02,28226.609375,-0.722,0.118,0.759,0.123,28167.830078125,28299.919921875,28070.810546875,17200.0
2017-02-03,28240.51953125,-0.9991,0.124,0.769,0.107,28270.669921875,28280.580078125,28127.1796875,10800.0
2017-02-06,28439.279296875,-0.9998,0.14,0.747,0.112,28340.390625,28487.279296875,28340.390625,10000.0
2017-02-07,28335.16015625,-0.9999,0.15,0.769,0.081,28443.23046875,28483.41015625,28239.119140625,10800.0
2017-02-08,28289.919921875,-0.9997,0.137,0.756,0.107,28386.080078125,28391.640625,28149.080078125,10900.0
2017-02-09,28329.69921875,-1.0,0.161,0.76,0.079,28349.220703125,28469.48046875,28152.1796875,10200.0
2017-02-10,28334.25,-0.9997,0.126,0.776,0.099,28367.169921875,28456.1796875,28286.80078125,13700.0
2017-02-13,28351.619140625,-0.7107,0.115,0.772,0.113,28450.419921875,28458.80078125,28197.380859375,9400.0
2017-02-14,28339.310546875,-0.9998,0.131,0.774,0.095,28386.119140625,28393.419921875,28263.44921875,11700.0
2017-02-15,28155.560546875,-0.9982,0.133,0.745,0.122,28270.109375,28382.3203125,28102.23046875,17800.0
2017-02-16,28301.26953125,-0.9999,0.148,0.763,0.089,28223.849609375,28327.83984375,28146.189453125,9700.0
2017-02-17,28468.75,-0.9998,0.129,0.776,0.095,28670.4296875,28726.259765625,28410.91015625,15000.0
2017-02-20,28661.580078125,-0.9996,0.129,0.77,0.101,28481.91015625,28696.529296875,28419.26953125,8900.0
2017-02-21,28761.58984375,-0.9999,0.135,0.792,0.073,28716.69921875,28801.0,28597.330078125,8400.0
2017-02-22,28864.7109375,-0.9998,0.117,0.8,0.083,28822.400390625,28963.51953125,28789.30078125,16300.0
2017-02-23,28892.970703125,-0.9999,0.128,0.806,0.067,28927.669921875,29065.310546875,28860.4609375,18400.0
2017-02-27,28812.880859375,-0.9998,0.148,0.743,0.109,28910.5,28961.830078125,28791.189453125,12000.0
2017-02-28,28743.3203125,-0.9999,0.131,0.791,0.078,28825.189453125,28876.5390625,28721.119140625,10700.0
2017-03-01,28984.490234375,-0.9999,0.141,0.782,0.076,28849.0390625,29029.169921875,28824.169921875,14600.0
2017-03-02,28839.7890625,-0.9999,0.128,0.789,0.083,29117.380859375,29145.619140625,28784.310546875,10800.0
2017-03-03,28832.44921875,-0.9999,0.142,0.779,0.079,28827.5,28860.130859375,28716.2109375,9300.0
2017-03-06,29048.189453125,-0.9993,0.114,0.796,0.09,28859.2109375,29070.19921875,28856.119140625,12100.0
2017-03-07,28999.560546875,-0.9997,0.112,0.813,0.075,29092.16015625,29098.169921875,28957.6796875,9700.0
2017-03-08,28901.939453125,-0.9998,0.122,0.794,0.084,29021.060546875,29022.3203125,28815.48046875,16300.0
2017-03-09,28929.130859375,-0.9997,0.117,0.799,0.084,28909.69921875,28986.720703125,28815.01953125,401500.0
2017-03-10,28946.23046875,-0.9995,0.117,0.79,0.093,29006.0,29076.630859375,28851.0390625,15900.0
2017-03-14,29442.630859375,-0.9957,0.114,0.781,0.106,29437.23046875,29561.9296875,29356.05078125,29200.0
2017-03-15,29398.109375,-0.9997,0.129,0.768,0.103,29452.859375,29500.080078125,29358.91015625,392500.0
2017-03-16,29585.849609375,-0.9998,0.131,0.779,0.09,29482.830078125,29614.7890625,29482.830078125,18400.0
2017-03-17,29648.990234375,-0.9999,0.134,0.783,0.083,29755.740234375,29824.619140625,29601.859375,14500.0
2017-03-20,29518.740234375,-0.9987,0.118,0.778,0.104,29653.5390625,29699.48046875,29482.400390625,400800.0
2017-03-21,29485.44921875,-0.9998,0.12,0.8,0.08,29525.880859375,29585.05078125,29380.140625,11500.0
2017-03-22,29167.6796875,-0.9999,0.147,0.775,0.078,29341.41015625,29341.41015625,29137.48046875,14700.0
2017-03-23,29332.16015625,-0.9999,0.135,0.791,0.074,29201.009765625,29373.7890625,29198.080078125,26000.0
2017-03-24,29421.400390625,-0.9997,0.13,0.772,0.098,29350.599609375,29539.849609375,29350.169921875,21000.0
2017-03-27,29237.150390625,-0.9999,0.128,0.795,0.077,29395.6796875,29420.69921875,29163.5390625,15100.0
2017-03-28,29409.51953125,-0.999,0.092,0.842,0.066,29301.220703125,29442.1796875,29301.220703125,33500.0
2017-03-29,29531.4296875,-0.9998,0.123,0.792,0.085,29463.009765625,29554.390625,29439.419921875,41600.0
2017-03-30,29647.419921875,-1.0,0.161,0.761,0.078,29538.029296875,29684.5390625,29521.650390625,15700.0
2017-03-31,29620.5,-0.9996,0.109,0.812,0.078,29633.91015625,29687.640625,29552.609375,11800.0
2017-04-03,29910.220703125,-0.9998,0.131,0.785,0.084,29737.73046875,29926.939453125,29705.720703125,10100.0
2017-04-05,29974.240234375,-0.9999,0.142,0.773,0.085,29996.029296875,30007.48046875,29817.689453125,11200.0
2017-04-06,29927.33984375,-0.9998,0.12,0.802,0.078,29946.890625,29954.25,29817.58984375,11300.0
2017-04-07,29706.609375,-0.9998,0.12,0.816,0.065,29850.7109375,29886.119140625,29668.44921875,14700.0
2017-04-10,29575.740234375,-0.9998,0.128,0.792,0.08,29752.619140625,29831.3203125,29553.0390625,10700.0
2017-04-11,29788.349609375,-0.9999,0.146,0.766,0.088,29630.060546875,29804.509765625,29570.580078125,10800.0
2017-04-12,29643.48046875,-0.9998,0.142,0.747,0.111,29838.8203125,29838.8203125,29549.740234375,8500.0
2017-04-13,29461.44921875,-0.9998,0.124,0.79,0.086,29637.119140625,29660.48046875,29442.259765625,10700.0
2017-04-17,29413.66015625,-0.9997,0.117,0.798,0.085,29470.26953125,29494.080078125,29363.279296875,6700.0
2017-04-18,29319.099609375,-0.9999,0.142,0.773,0.086,29487.779296875,29701.189453125,29286.380859375,12100.0
2017-04-19,29336.5703125,-0.9999,0.135,0.777,0.089,29369.900390625,29388.25,29241.48046875,11600.0
2017-04-20,29422.390625,-0.9997,0.124,0.784,0.092,29358.58984375,29453.060546875,29341.6796875,14600.0
2017-04-21,29365.30078125,-0.9999,0.141,0.791,0.068,29575.66015625,29584.33984375,29259.419921875,11300.0
2017-04-24,29655.83984375,-0.9993,0.129,0.758,0.112,29407.6796875,29681.330078125,29392.990234375,8900.0
2017-04-25,29943.240234375,-0.9997,0.128,0.777,0.096,29825.140625,29961.8203125,29780.83984375,8600.0
2017-04-26,30133.349609375,-0.9991,0.101,0.821,0.079,30030.19921875,30167.08984375,29968.5703125,10900.0
2017-04-27,30029.740234375,-0.9998,0.137,0.767,0.096,30141.390625,30184.220703125,29973.400390625,10700.0
2017-04-28,29918.400390625,-0.9998,0.131,0.773,0.096,30064.599609375,30067.640625,29848.2109375,11300.0
2017-05-02,29921.1796875,-0.9998,0.132,0.771,0.097,30021.490234375,30069.240234375,29804.119140625,11700.0
2017-05-03,29894.80078125,-0.9997,0.132,0.768,0.1,29984.94921875,30020.58984375,29846.5703125,11300.0
2017-05-04,30126.2109375,-0.9999,0.15,0.759,0.09,30069.720703125,30169.94921875,30007.400390625,22300.0
2017-05-05,29858.80078125,-0.9998,0.14,0.763,0.097,30142.140625,30176.55078125,29823.599609375,15900.0
2017-05-08,29926.150390625,-0.991,0.115,0.773,0.111,29915.119140625,30016.0390625,29877.41015625,10000.0
2017-05-09,29933.25,-0.9998,0.132,0.781,0.087,29977.5,30017.8203125,29911.439453125,8400.0
2017-05-10,30248.169921875,-0.9998,0.122,0.791,0.087,29988.779296875,30271.599609375,29987.439453125,11000.0
2017-05-11,30250.98046875,-0.9998,0.138,0.762,0.101,30309.7109375,30366.4296875,30207.109375,10700.0
2017-05-12,30188.150390625,-0.9999,0.14,0.777,0.083,30285.609375,30299.740234375,30111.44921875,11100.0
2017-05-15,30322.119140625,-0.9997,0.128,0.775,0.097,30287.369140625,30357.9609375,30273.619140625,8000.0
2017-05-16,30582.599609375,-0.9986,0.109,0.795,0.096,30391.48046875,30591.55078125,30363.369140625,13600.0
2017-05-17,30658.76953125,-0.9999,0.126,0.809,0.066,30616.529296875,30692.44921875,30519.140625,14900.0
2017-05-18,30434.7890625,-0.9996,0.122,0.786,0.093,30466.8203125,30575.830078125,30393.720703125,16200.0
2017-05-19,30464.919921875,-0.9999,0.13,0.782,0.088,30539.650390625,30712.349609375,30338.51953125,13800.0
2017-05-22,30570.970703125,-0.9994,0.128,0.761,0.111,30638.880859375,30712.150390625,30516.869140625,11400.0
2017-05-23,30365.25,-0.9999,0.137,0.775,0.087,30553.890625,30610.640625,30316.919921875,18700.0
2017-05-24,30301.640625,-0.9997,0.127,0.779,0.095,30446.76953125,30534.150390625,30247.599609375,11300.0
2017-05-25,30750.029296875,-0.9997,0.114,0.81,0.076,30374.810546875,30793.4296875,30352.259765625,10000.0
2017-05-26,31028.2109375,-0.9999,0.147,0.768,0.086,30765.76953125,31074.0703125,30745.5703125,14600.0
2017-05-29,31109.279296875,-0.9999,0.136,0.781,0.083,30944.380859375,31214.390625,30869.900390625,14900.0
2017-05-30,31159.400390625,-0.9997,0.135,0.764,0.101,31111.73046875,31220.380859375,31064.0390625,9600.0
2017-05-31,31145.80078125,-0.9999,0.138,0.773,0.089,31222.509765625,31255.279296875,31107.48046875,13000.0
2017-06-01,31137.58984375,-0.9998,0.135,0.77,0.096,31117.08984375,31213.119140625,31062.01953125,8300.0
2017-06-02,31273.2890625,-0.9998,0.138,0.765,0.097,31205.369140625,31332.560546875,31190.400390625,8500.0
2017-06-05,31309.490234375,-0.9997,0.141,0.747,0.112,31274.740234375,31355.419921875,31198.220703125,9000.0
2017-06-06,31190.560546875,-0.9998,0.135,0.775,0.09,31420.849609375,31430.3203125,31172.55078125,13600.0
2017-06-07,31271.279296875,-0.9999,0.146,0.776,0.078,31252.7109375,31346.990234375,31172.98046875,9500.0
2017-06-08,31213.359375,-0.9999,0.135,0.784,0.081,31316.91015625,31354.509765625,31193.76953125,14000.0
2017-06-09,31262.060546875,-0.9998,0.129,0.788,0.083,31196.859375,31289.990234375,31087.279296875,9800.0
2017-06-12,31095.69921875,-0.9995,0.134,0.754,0.111,31225.4296875,31225.4296875,31044.279296875,6800.0
2017-06-13,31103.490234375,-0.9999,0.124,0.807,0.069,31091.099609375,31260.76953125,31062.33984375,13300.0
2017-06-14,31155.91015625,-0.9994,0.122,0.775,0.102,31147.689453125,31190.359375,31054.939453125,12700.0
2017-06-15,31075.73046875,-0.9998,0.129,0.79,0.081,31222.890625,31229.439453125,31026.48046875,12700.0
2017-06-16,31056.400390625,-0.9995,0.112,0.802,0.086,31160.470703125,31182.73046875,31017.1796875,13300.0
2017-06-19,31311.5703125,-0.9996,0.127,0.771,0.103,31168.98046875,31362.150390625,31163.349609375,7500.0
2017-06-20,31297.529296875,-0.9957,0.122,0.763,0.115,31392.529296875,31392.529296875,31261.490234375,8100.0
2017-06-21,31283.640625,-0.9998,0.138,0.762,0.101,31302.1796875,31336.439453125,31193.609375,35700.0
2017-06-22,31290.740234375,-0.9999,0.138,0.78,0.082,31351.529296875,31522.869140625,31255.630859375,10200.0
2017-06-23,31138.2109375,-0.9999,0.144,0.765,0.091,31352.5703125,31365.390625,31110.390625,89700.0
2017-06-27,30958.25,-0.9981,0.115,0.784,0.102,31194.6796875,31294.9609375,30847.080078125,15300.0
2017-06-28,30834.3203125,-0.9998,0.133,0.773,0.094,30988.869140625,31000.48046875,30798.69921875,9900.0
2017-06-29,30857.51953125,-0.9998,0.124,0.789,0.086,30910.970703125,31097.919921875,30794.609375,12300.0
2017-06-30,30921.609375,-0.9999,0.143,0.768,0.088,30824.970703125,30965.44921875,30680.66015625,9200.0
2017-07-03,31221.619140625,-0.9998,0.124,0.796,0.08,31156.0390625,31258.330078125,31017.109375,8100.0
2017-07-04,31209.7890625,-0.9999,0.135,0.786,0.079,31331.2109375,31353.4609375,31166.369140625,8700.0
2017-07-05,31245.560546875,-0.9999,0.137,0.779,0.084,31272.720703125,31284.640625,31177.779296875,6500.0
2017-07-06,31369.33984375,-0.9996,0.117,0.798,0.085,31298.419921875,31460.69921875,31264.859375,10100.0
2017-07-07,31360.630859375,-0.9999,0.134,0.776,0.09,31373.51953125,31426.2890625,31286.619140625,6200.0
2017-07-10,31715.640625,-1.0,0.166,0.752,0.082,31510.619140625,31768.390625,31471.41015625,37900.0
2017-07-11,31747.08984375,-0.9999,0.133,0.785,0.082,31789.5,31885.109375,31718.48046875,9100.0
2017-07-12,31804.8203125,-1.0,0.166,0.753,0.081,31813.240234375,31865.689453125,31731.4296875,8300.0
2017-07-13,32037.380859375,-0.9999,0.136,0.781,0.082,31896.23046875,32091.51953125,31892.630859375,10500.0
2017-07-14,32020.75,-0.9999,0.135,0.786,0.08,32099.9296875,32109.75,31897.869140625,7200.0
2017-07-17,32074.779296875,-0.9997,0.125,0.78,0.095,32053.98046875,32131.919921875,32037.2109375,10300.0
2017-07-18,31710.990234375,-0.9997,0.11,0.817,0.074,31775.5390625,31911.609375,31626.439453125,21600.0
2017-07-19,31955.349609375,-0.9999,0.14,0.773,0.086,31882.80078125,31978.890625,31793.720703125,11300.0
2017-07-20,31904.400390625,-0.9998,0.14,0.766,0.093,32033.8203125,32057.119140625,31859.5,11200.0
2017-07-21,32028.890625,-0.9929,0.096,0.813,0.091,32035.880859375,32062.23046875,31808.9296875,18000.0
2017-07-24,32245.869140625,-0.9998,0.134,0.775,0.091,32100.220703125,32320.859375,32058.330078125,11500.0
2017-07-25,32228.26953125,-0.9999,0.147,0.756,0.096,32350.7109375,32374.30078125,32196.859375,14100.0
2017-07-26,32382.4609375,-0.9999,0.137,0.781,0.082,32255.990234375,32413.630859375,32226.080078125,12400.0
2017-07-27,32383.30078125,-0.9998,0.141,0.748,0.111,32519.439453125,32672.66015625,32325.330078125,10900.0
2017-07-28,32309.880859375,-0.9988,0.124,0.763,0.113,32381.359375,32381.359375,32104.66015625,11300.0
2017-07-31,32514.939453125,0.9976,0.111,0.765,0.124,32412.19921875,32546.5,32324.44921875,13100.0
2017-08-01,32575.169921875,-0.9997,0.129,0.769,0.102,32579.80078125,32632.01953125,32462.25,9000.0
2017-08-02,32476.740234375,-0.9999,0.144,0.757,0.099,32641.580078125,32686.48046875,32394.890625,10500.0
2017-08-03,32237.880859375,-0.9992,0.132,0.752,0.116,32502.55078125,32502.55078125,32194.580078125,12600.0
2017-08-04,32325.41015625,-0.9998,0.133,0.768,0.099,32191.119140625,32352.189453125,32107.990234375,11300.0
2017-08-07,32273.669921875,-0.998,0.117,0.775,0.108,32377.80078125,32396.140625,32235.8203125,10400.0
2017-08-08,32014.189453125,-0.9992,0.124,0.771,0.106,32341.05078125,32354.76953125,31915.19921875,9400.0
2017-08-09,31797.83984375,-0.9997,0.133,0.765,0.102,31926.140625,31967.279296875,31731.91015625,9300.0
2017-08-10,31531.330078125,-0.9998,0.138,0.764,0.097,31750.73046875,31756.26953125,31422.80078125,13000.0
2017-08-11,31213.58984375,-0.9999,0.151,0.755,0.093,31355.919921875,31379.19921875,31128.01953125,15200.0
2017-08-14,31449.029296875,-0.9991,0.123,0.773,0.104,31299.51953125,31526.400390625,31298.900390625,9700.0
2017-08-16,31770.890625,0.9997,0.084,0.797,0.119,31566.240234375,31805.990234375,31399.349609375,12500.0
2017-08-17,31795.4609375,-0.9999,0.146,0.763,0.091,31919.169921875,31937.509765625,31714.099609375,8500.0
2017-08-18,31524.6796875,-0.9997,0.116,0.805,0.08,31729.880859375,31729.880859375,31349.130859375,16400.0
2017-08-21,31258.849609375,-0.9992,0.11,0.804,0.086,31609.9296875,31641.810546875,31220.529296875,23600.0
2017-08-22,31291.849609375,-0.9997,0.128,0.776,0.096,31393.9296875,31484.279296875,31241.5,10800.0
2017-08-23,31568.009765625,-0.9997,0.126,0.776,0.097,31407.470703125,31593.390625,31379.25,10000.0
2017-08-24,31596.060546875,-0.9996,0.123,0.783,0.094,31673.439453125,31678.189453125,31546.05078125,8900.0
2017-08-28,31750.8203125,-0.9998,0.137,0.77,0.093,31756.869140625,31809.69921875,31701.669921875,10100.0
2017-08-29,31388.390625,-0.9996,0.127,0.774,0.099,31724.83984375,31739.80078125,31360.810546875,6800.0
2017-08-30,31646.4609375,-0.9998,0.139,0.762,0.1,31534.5703125,31727.98046875,31533.01953125,5400.0
2017-08-31,31730.490234375,-0.9997,0.135,0.762,0.103,31685.439453125,31757.1796875,31551.849609375,17900.0
2017-09-01,31892.23046875,-0.9997,0.121,0.788,0.092,31769.33984375,31944.099609375,31707.26953125,6600.0
2017-09-04,31702.25,-0.9893,0.113,0.78,0.107,31932.19921875,31932.19921875,31560.3203125,7600.0
2017-09-05,31809.55078125,-0.9996,0.118,0.794,0.088,31755.16015625,31863.470703125,31674.23046875,8000.0
2017-09-06,31661.970703125,-0.9997,0.133,0.764,0.103,31713.5,31727.849609375,31586.529296875,7400.0
2017-09-07,31662.740234375,-0.9999,0.145,0.762,0.093,31738.740234375,31814.9609375,31620.439453125,10200.0
2017-09-08,31687.51953125,-0.9999,0.148,0.775,0.077,31694.150390625,31763.69921875,31619.0,7800.0
2017-09-11,31882.16015625,-0.9882,0.117,0.768,0.115,31798.310546875,31952.869140625,31797.890625,8700.0
2017-09-12,32158.66015625,-0.9996,0.123,0.784,0.093,32029.150390625,32172.4609375,31950.240234375,7000.0
2017-09-13,32186.41015625,-0.9998,0.134,0.772,0.095,32188.94921875,32348.30078125,32126.76953125,8900.0
2017-09-14,32241.9296875,-0.9998,0.133,0.77,0.097,32289.259765625,32328.609375,32186.83984375,9100.0
2017-09-15,32272.609375,-0.9999,0.14,0.784,0.075,32207.630859375,32356.109375,32138.380859375,8900.0
2017-09-18,32423.759765625,-0.9995,0.13,0.763,0.107,32361.369140625,32508.060546875,32361.25,9500.0
2017-09-19,32402.369140625,-0.9999,0.14,0.776,0.084,32522.439453125,32524.109375,32358.630859375,57400.0
2017-09-20,32400.509765625,-0.9998,0.126,0.784,0.09,32467.099609375,32499.880859375,32383.8203125,10500.0
2017-09-21,32370.0390625,-0.9998,0.138,0.763,0.099,32406.419921875,32462.609375,32164.419921875,8700.0
2017-09-22,31922.439453125,-0.9999,0.141,0.768,0.091,32339.5,32342.810546875,31886.08984375,9600.0
2017-09-25,31626.630859375,-0.9943,0.119,0.765,0.116,31986.400390625,32016.51953125,31474.560546875,12200.0
2017-09-26,31599.759765625,-0.9987,0.125,0.762,0.113,31685.810546875,31693.58984375,31455.650390625,10000.0
2017-09-27,31159.810546875,-0.9883,0.107,0.793,0.101,31785.240234375,31797.4609375,31100.80078125,9800.0
2017-09-28,31282.48046875,-0.9992,0.11,0.802,0.088,31216.359375,31340.91015625,31081.830078125,8300.0
2017-09-29,31283.720703125,-0.999,0.13,0.754,0.116,31367.25,31523.869140625,31243.7109375,7700.0
2017-10-03,31497.380859375,-0.9998,0.139,0.763,0.098,31537.810546875,31615.279296875,31440.48046875,7100.0
2017-10-04,31671.7109375,-0.9998,0.13,0.784,0.086,31522.169921875,31752.16015625,31457.779296875,5900.0
2017-10-05,31592.029296875,-0.9996,0.129,0.765,0.107,31725.849609375,31772.41015625,31562.25,5900.0
2017-10-06,31814.220703125,-0.9998,0.135,0.766,0.099,31633.33984375,31844.279296875,31632.810546875,8300.0
2017-10-09,31846.890625,-0.9999,0.142,0.77,0.089,31862.19921875,31935.630859375,31781.75,5800.0
2017-10-10,31924.41015625,-0.9999,0.132,0.791,0.077,31910.8203125,31994.76953125,31896.900390625,7200.0
2017-10-11,31833.990234375,-0.9998,0.108,0.835,0.057,31975.58984375,32098.4609375,31769.400390625,8600.0
2017-10-12,32182.220703125,-0.9999,0.123,0.801,0.076,31887.470703125,32209.029296875,31813.669921875,7800.0
2017-10-13,32432.689453125,-0.9999,0.161,0.75,0.089,32247.740234375,32508.58984375,32247.740234375,15500.0
2017-10-16,32633.640625,-0.9997,0.13,0.775,0.095,32488.23046875,32687.3203125,32445.4296875,9200.0
2017-10-17,32609.16015625,-0.9997,0.118,0.798,0.084,32654.41015625,32699.859375,32556.740234375,5500.0
2017-10-18,32584.349609375,-0.7345,0.104,0.787,0.108,32518.560546875,32670.3203125,32462.849609375,14100.0
2017-10-19,32389.9609375,-0.9947,0.128,0.746,0.126,32656.75,32663.060546875,32319.369140625,2500.0
2017-10-23,32506.720703125,-0.9994,0.121,0.779,0.1,32411.859375,32614.890625,32312.740234375,8400.0
2017-10-24,32607.33984375,-0.9997,0.127,0.781,0.092,32619.259765625,32670.369140625,32502.080078125,8400.0
2017-10-25,33042.5,-0.9998,0.133,0.767,0.1,32995.28125,33117.328125,32804.6015625,29900.0
2017-10-26,33147.12890625,-0.9993,0.127,0.766,0.107,33025.171875,33196.171875,32835.05859375,15500.0
2017-10-27,33157.21875,-0.9951,0.107,0.791,0.101,33228.3203125,33286.51171875,33109.41015625,18300.0
2017-10-30,33266.16015625,-0.9999,0.139,0.77,0.092,33260.1015625,33340.171875,33206.9296875,14000.0
2017-10-31,33213.12890625,-0.9999,0.148,0.77,0.082,33254.9296875,33294.30078125,33164.28125,11500.0
2017-11-01,33600.26953125,-0.999,0.109,0.809,0.082,33344.23046875,33651.51953125,33340.62109375,14200.0
2017-11-02,33573.21875,-0.9997,0.136,0.752,0.112,33615.83984375,33657.5703125,33527.0,12400.0
2017-11-03,33685.55859375,-0.9998,0.14,0.758,0.102,33667.33984375,33733.7109375,33531.94140625,199700.0
2017-11-06,33731.19140625,-0.9998,0.136,0.767,0.097,33710.1484375,33848.421875,33582.37890625,13100.0
2017-11-07,33370.76171875,-0.9998,0.129,0.78,0.091,33781.01171875,33865.94921875,33341.8203125,16300.0
2017-11-08,33218.80859375,-0.9999,0.149,0.762,0.089,33417.3515625,33484.69921875,33157.6796875,283000.0
2017-11-09,33250.9296875,-0.9999,0.138,0.772,0.09,33376.62109375,33463.80078125,33111.5390625,14100.0
2017-11-10,33314.55859375,-0.9998,0.137,0.766,0.097,33235.75,33380.421875,33108.08984375,21200.0
2017-11-13,33033.55859375,-0.9998,0.137,0.773,0.09,33397.41015625,33417.30078125,32999.98046875,18200.0
2017-11-14,32941.87109375,-0.9999,0.148,0.767,0.085,32990.03125,33126.55078125,32907.109375,12000.0
2017-11-15,32760.439453125,-0.9995,0.102,0.832,0.067,32944.94140625,32944.94140625,32683.58984375,11300.0
2017-11-16,33106.8203125,-0.9999,0.158,0.759,0.084,32829.8203125,33165.1484375,32829.8203125,9600.0
2017-11-17,33342.80078125,-0.9999,0.152,0.756,0.092,33388.46875,33520.8203125,33278.91015625,11300.0
2017-11-20,33359.8984375,-0.9999,0.14,0.771,0.089,33365.83984375,33449.53125,33288.2109375,7900.0
2017-11-21,33478.3515625,-1.0,0.16,0.761,0.079,33438.28125,33625.05078125,33437.609375,14800.0
2017-11-22,33561.55078125,-0.9999,0.156,0.756,0.088,33569.0703125,33654.53125,33465.23046875,13100.0
2017-11-23,33588.078125,-0.9999,0.136,0.771,0.093,33575.91015625,33670.19140625,33468.30078125,7100.0
2017-11-24,33679.23828125,-0.9999,0.149,0.763,0.088,33670.0,33738.53125,33639.98046875,7800.0
2017-11-27,33724.44140625,-0.9998,0.141,0.763,0.096,33640.51171875,33745.171875,33540.4609375,8900.0
2017-11-28,33618.58984375,-0.9997,0.119,0.801,0.08,33726.6484375,33770.1484375,33576.6484375,8100.0
2017-11-29,33602.76171875,-0.9998,0.133,0.782,0.084,33664.26953125,33728.80859375,33553.12109375,6600.0
2017-11-30,33149.3515625,-0.9998,0.14,0.756,0.104,33542.5,33576.19921875,33108.71875,7400.0
2017-12-01,32832.94140625,-0.9999,0.132,0.796,0.072,33247.66015625,33300.80859375,32797.78125,9200.0
2017-12-04,32869.71875,-0.9977,0.107,0.803,0.09,32968.01953125,33008.46875,32785.76171875,9600.0
2017-12-05,32802.44140625,-0.9999,0.149,0.765,0.086,32814.03125,32893.05078125,32682.51953125,8600.0
2017-12-06,32597.1796875,-1.0,0.151,0.782,0.067,32798.5,32804.75,32565.16015625,9600.0
2017-12-07,32949.2109375,-0.9999,0.14,0.783,0.077,32615.05078125,32992.44921875,32598.119140625,9500.0
2017-12-08,33250.30078125,-0.9999,0.156,0.766,0.078,33034.19921875,33285.6796875,33034.19921875,14200.0
2017-12-11,33455.7890625,-0.9999,0.151,0.743,0.106,33317.71875,33535.96875,33313.171875,12000.0
2017-12-12,33227.98828125,-0.9999,0.136,0.783,0.081,33426.58984375,33458.41015625,33179.75,8200.0
2017-12-13,33053.0390625,-0.9999,0.146,0.772,0.082,33229.73046875,33404.26171875,32988.8203125,24500.0
2017-12-14,33246.69921875,-0.9999,0.141,0.78,0.079,33114.69140625,33321.51953125,32886.9296875,11200.0
2017-12-15,33462.96875,-0.9999,0.143,0.765,0.092,33456.01953125,33621.9609375,33405.8203125,24200.0
2017-12-18,33601.6796875,-0.9952,0.109,0.792,0.1,33364.51953125,33801.8984375,32595.630859375,21100.0
2017-12-19,33836.73828125,-0.9914,0.121,0.759,0.12,33732.078125,33862.0703125,33666.62109375,20600.0
2017-12-20,33777.37890625,-0.9999,0.147,0.768,0.084,33928.58984375,33956.30859375,33754.94140625,7100.0
2017-12-21,33756.28125,-0.9997,0.125,0.783,0.092,33826.25,33860.98828125,33707.80078125,9900.0
2017-12-22,33940.30078125,-0.9999,0.149,0.756,0.095,33768.46875,33964.28125,33767.73046875,7800.0
2017-12-26,34010.609375,-0.9998,0.134,0.766,0.1,33980.76171875,34061.87890625,33889.75,12900.0
2017-12-27,33911.80859375,-0.9999,0.135,0.775,0.09,34087.3203125,34137.96875,33839.51171875,10900.0
2017-12-28,33848.03125,-0.9999,0.146,0.761,0.092,33928.859375,34023.6484375,33752.03125,9500.0
2017-12-29,34056.828125,-0.9999,0.149,0.746,0.105,33889.390625,34086.05078125,33889.390625,12100.0
2018-01-01,33812.75,-0.9886,0.118,0.764,0.119,34059.98828125,34101.12890625,33766.1484375,7500.0
2018-01-02,33812.26171875,-0.9994,0.112,0.801,0.087,33913.55078125,33964.140625,33703.37109375,10600.0
2018-01-03,33793.37890625,-0.9996,0.101,0.84,0.059,33929.609375,33998.37109375,33765.4296875,9000.0
